controller,joint_1_rmse_rad,joint_2_rmse_rad,overall_joint_rmse_rad,joint_1_rmse_deg,joint_2_rmse_deg,overall_joint_rmse_deg,end_effector_rmse_m,maximum_end_effector_error_m,control_effort_nm2_s,saturation_fraction,absolute_mechanical_work_j,recovered,recovery_time_s
pid,0.02369563146129351,0.013441940842430167,0.01926355008767641,1.3576596756295296,0.7701664787357749,1.1037201184627252,0.025196560577857244,0.054107412955028196,1483.0103153730447,0.0,56.51907211323342,True,1.5549999999999997
pid_gravity,0.003796493192743634,0.002131786955858723,0.0030787884132981755,0.2175230368943572,0.12214239539174634,0.17640158209576484,0.00399706476445263,0.01756365497491008,1483.6272491398818,0.0,55.571081730450885,True,0.08699999999999974
computed_torque,0.007836933254314353,0.054668249966953186,0.039051472938173896,0.4490231997979379,3.13225999647262,2.2374845831267125,0.015138848026908146,0.10244818225839805,1487.0294410581646,0.0,56.07049835564145,True,0.2629999999999999
